estado;num_gestiona;pertenece_a_licitacion;es_licitacion;fecha_oferta;agente_comercial;oficina;tipo_servicio;grupo;cliente;objeto;origen;comentarios;;presupuesto_total;gastos_estimados;tecnico_t1;fin_licitacion;ingresos_2026;ingresos_2027;ingresos_2028;ingresos_2029;ingresos_2030
EN CURSO;T OV-20256689;NO;;01/12/2025;AEL;NAVARRA;MEDIO AMBIENTE;INVER MANAGEMENT;INVER MANAGEMENT;PAIF PFV NUMANCIA SOLAR 1;CLIENTE NUEVO;;;1.297,00 €;80;AEL;;;;;;
EN CURSO;T OV-20256692;NO;;01/12/2025;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;AFS FORD PEDIDO 15;CLIENTE NUEVO;;;;80;;;;;;;
ACEPTADO;T OV-20256693;NO;;02/12/2025;ELA;MADRID;ATEX;ACCIONA;BIOMASA BRIVIESCA;ACCIONA BRIVIESCA ACTUALIZACIÓN DPCE;CLIENTE ANTIGUO;;;1.930,00 €;430;ELA;;;;;;
ACEPTADO;T OV-20256697;NO;;02/12/2025;AOT;NAVARRA;AUTOPROTECCION;REGANOSA;REGANOSA;INFORME AMBIENTAL;CLIENTE ANTIGUO;;;420,00 €;0;AOT;;;;;;
ACEPTADO;T OV-20256698;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CEGAS;DIV CO VALENCIA;CLIENTE ANTIGUO;;;682,00 €;0;LAR;;;;;;
EN CURSO;T OV-20256705;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA GALICIA;DIV SSTT GALICIA;CLIENTE ANTIGUO;;;442,00 €;0;PRW;;;;;;
EN CURSO;T OV-20256704;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA MADRID;DIV SSTT MADRID;CLIENTE ANTIGUO;;;442,00 €;0;CPV;;;;;;
EN CURSO;T OV-20256706;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CyL ;DIV SSTT CYL ;CLIENTE ANTIGUO;;;682,00 €;0;MMB;;;;;;
EN CURSO;T OV-20256708;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CLM;DIV SSTT CLM;CLIENTE ANTIGUO;;;682,00 €;0;LAR;;;;;;
EN CURSO;T OV-20256710;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NATURGY IBERIA;DIV CCG PALAFOLLS;CLIENTE ANTIGUO;;;203,26 €;0;CPV;;;;;;
EN CURSO;T OV-20256480;NO;;02/12/2025;JMR;NAVARRA;S. ELECTRICOS;ACCIONA;ACCIONA ENERGIA;ESPECIFICACION ESTUDIOS ARCO ELECTRICO;CLIENTE ANTIGUO;;;520,00 €;0;JMR;;;;;;
ACEPTADO;T OV-20256719;NO;;02/12/2025;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;FORMACION AFS ARCELOR MITTAL;CLIENTE ANTIGUO;;;2.130,00 €;60;JMR;;;;;;
EN CURSO;T OV-20256392;NO;;02/12/2025;JMR;NAVARRA;S. ELECTRICOS;UL SOLUTIONS;UL SOLUTIONS;ESTUDIOS CC + SELC + AFS;CLIENTE NUEVO;POSIBLE COLABORACION CON ITECLA;;8.000,00 €;0;JML;;;;;;
EN CURSO;T OV-20256394;NO;;02/12/2025;JMR;NAVARRA;S. ELECTRICOS;UL SOLUTIONS;UL SOLUTIONS;ESTUDIOS CODIGOS DE RED;CLIENTE NUEVO;POSIBLE COLABORACION CON ITECLA;;4.860,00 €;0;JML;;;;;;
EN CURSO;T OV-20256722;NO;;02/12/2025;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;AFS B&D;CLIENTE ANTIGUO;12 ARMARIOS + GE + ACOMETIDAS;;1.344,00 €;0;;;;;;;
EN CURSO;T OV-20256726;NO;;02/12/2025;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;SELECTIVIDAD DE PROTECCIONES CEMENTOS ELITE;CLIENTE ANTIGUO;;;2.400,00 €;0;;;;;;;
ACEPTADO;T OV-20256728;NO;;02/12/2025;JMR;NAVARRA;APQ;CINFA;CINFA;CONTRATACION OCA;CLIENTE ANTIGUO;;;495,00 €;495;;;;;;;
ACEPTADO;T OV-20256731;SI;;02/12/2025;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;COMENTARIOS COSGAYA 2025;CLIENTE ANTIGUO;;;1.111,00 €;0;;;;;;;
ACEPTADO;T OV-20256744;NO;;03/12/2025;BLO;NAVARRA;SEVESO;TECNICAS REUNIDAS;TECNICAS REUNIDAS;REV 2 ACR LOS BARRIOS;CLIENTE ANTIGUO;Para empezar el 15/02/2026;;4.500,00 €;0;BLO;;;;;;
ACEPTADO;T OV-20256761;SI;SI;05/12/2025;RAP;NAVARRA;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;H02.01_CH_79_80_81_82_83_84_85 (7PAU+7PAIF);CLIENTE ANTIGUO;;;16.100,00 €;1932;RAP;;;;;;
ACEPTADO;T OV-20256770;NO;;05/12/2025;ELA;MADRID;ATEX;AVANTA;FRIGICOLL MURCIA S.A.;FRIGICOLL DPCE CABINA PINTURA;CLIENTE NUEVO;;;1.970,00 €;400;ELA;;;;;;
ACEPTADO;T OV-20256778;NO;;05/12/2025;CPV;MADRID;CSTMP;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;CSTMP GLP MRG;CLIENTE ANTIGUO;;;7.000,00 €;0;CPV;;;;;;
ACEPTADO;T OV-20256779;NO;;05/12/2025;CPV;MADRID;CSTMP;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;CSTMP GNL MRG;CLIENTE ANTIGUO;Cinco descargas GNL;;2.450,00 €;0;CPV;;;;;;
ACEPTADO;T OV-20256787;NO;;09/12/2025;BRL;NAVARRA;LOTO;IMQ PREVENCION;PLASTIGAUR;IMQ PLASTIGAUR FORMACION LOTO 3 HORAS PRESENCIAL;CLIENTE ANTIGUO;;;675,00 €;65;BRL;;;;;;
ACEPTADO;T OV-20256800;SI;;09/12/2025;BLO;NAVARRA;SEVESO;NATURGY;NATURGY IBERIA;DIV + SIM PEI HULA;CLIENTE ANTIGUO;;;1.123,39 €;200;BLO;;;;;;
ACEPTADO;T OV-20256020;NO;SI;28/10/2025;AOT;NAVARRA;MEDIO AMBIENTE;Canal Isabel II;CANAL DE ISABEL II;PAIF Canal (8 planes);LICITACION;;;11.760,00 €;0;AEL;;;;;;
EN CURSO;T OV-2025006780;NO;SI;09/12/2025;AOT;NAVARRA;AUTOPROTECCION;VPCSSIV;VPCSSIV;PAUs centros residenciales y no residenciales de Valencia;LICITACION;;;395.414,46 €;;;;;;;;
ACEPTADO;T OV-20256818;NO;;10/12/2025;BRL;NAVARRA;LOTO;THOR;THOR;SUMINISTRO LOTO INSTALACION CONTRA INCENDIOS;CLIENTE ANTIGUO;;;465,04 €;279;;;;;;;
EN CURSO;T OV-20256821;NO;;10/12/2025;BRL;NAVARRA;LOTO;THOR;THOR;PANEL DE CONSIGANCIÓN ABUS;CLIENTE ANTIGUO;;;1.110,07 €;666;;;;;;;
ACEPTADO;T OV-20256838;SI;SI;11/12/2025;DPV;MADRID;AUTOPROTECCION;ENEL GREEN POWER;ENDESA GENERACION;DIV CT SALINAS (PEI + SEVESO);CLIENTE ANTIGUO;;;800,00 €;0;DPV;;;;;;
ACEPTADO;T OV-20256841;SI;;01/09/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CyL ;6 Simulacros Septiembre;CLIENTE ANTIGUO;;;4.420,00 €;725;MMB;;;;;;
ACEPTADO;T OV-20256842;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA GALICIA;5 SIMULACROS;CLIENTE ANTIGUO;;;4.222,00 €;600;PRW;;;;;;
ACEPTADO;T OV-20256843;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA GALICIA;4 SIMULACROS;CLIENTE ANTIGUO;;;3.418,00 €;600;MMB;;;;;;
ACEPTADO;T OV-20256845;SI;;01/11/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA GALICIA;6 SIMULACROS;CLIENTE ANTIGUO;;;4.474,50 €;600;LAR;;;;;;
ACEPTADO;T OV-20256853;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CEGAS;3 SIMUALCROS;CLIENTE ANTIGUO;;;2.588,75 €;450;BLO;;;;;;
EN CURSO;T OV-20256855;SI;;11/12/2025;JMR;NAVARRA;S. ELECTRICOS;QENERGY;QENERGY;SELPRO 3 PFV;CLIENTE NUEVO;;;5.790,00 €;0;;;;;;;
EN CURSO;T OV-20256857;NO;;12/12/2025;BRL;NAVARRA;ATEX;IMQ;EMBALAJES ECHEBERRIA;DPCEX IMQ EMBALAJES ECHEBERRIA;CLIENTE NUEVO;;;1.875,00 €;118;BRL;;;;;;
ACEPTADO;T OV-20256860;NO;;12/12/2025;BRL;NAVARRA;LOTO;JOHN DEERE;JOHN DEERE;SUMINISTRO DE CANDADOS;CLIENTE ANTIGUO;;;313,43 €;188;BRL;;;;;;
EN CURSO;T OV-20256861;NO;;12/12/2025;BRL;NAVARRA;ATEX;AMCOR;AMCOR LEZO;AMCOR REV DPCEX;CLIENTE ANTIGUO;;;1.250,00 €;85;BRL;;;;;;
ACEPTADO;T OV-20256862;NO;;12/12/2025;BRL;NAVARRA;RD1215;AMCOR;AMCOR LEZO;AMCOR ESTUDIO CORTADORA MANDRILES;CLIENTE ANTIGUO;;;1.245,00 €;85;;;;;;;
ACEPTADO;T OV-20256863;NO;;12/12/2025;BRL;NAVARRA;LOTO;MONBAKE;ALALPARDO;MONBAKE ALALPARDO FICHAS DE BLOQUEO;CLIENTE ANTIGUO;;;7.800,00 €;1310;;;;;;;
ACEPTADO;T OV-20256864;NO;;12/12/2025;BRL;NAVARRA;LOTO;THOR;THOR;SUMINISTRO DE CANDADOS;CLIENTE ANTIGUO;;;2.696,71 €;1618;;;;;;;
ACEPTADO;T OV-20256879;NO;;15/12/2025;JMR;NAVARRA;S. ELECTRICOS;DANA;DANA LANDABEN;FORMACION AFS;CLIENTE ANTIGUO;4 JORNADAS 175 €;;700,00 €;20;;;;;;;
ACEPTADO;T OV-20256880;NO;;15/12/2025;JMR;NAVARRA;S. ELECTRICOS;DANA;DANA LANDABEN;ETIQUETAS 50 UNDIADES;CLIENTE ANTIGUO;;;160,00 €;60;;;;;;;
EN CURSO;T OV-20256881;NO;;15/12/2025;ELA;MADRID;ATEX;AVANTA;FRITOPER S.L.;FRITOPER DPCEX BIOMASA, APQ Y GAS - 3 INSTALACIONES;CLIENTE NUEVO;;;4.550,00 €;350;ELA;;;;;;
ACEPTADO;T OV-20256884;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NATURGY IBERIA ;SIM CCG PALAFOLLS ;CLIENTE ANTIGUO;;;1.086,70 €;200;CPV;;;;;;
ACEPTADO;T OV-20256887;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NATURGY IBERIA ;DIV GNV;CLIENTE ANTIGUO;;;203,26 €;0;CPV;;;;;;
ACEPTADO;T OV-20256889;NO;;15/12/2025;BRL;NAVARRA;LOTO;MAGOTTEAUX;MAGOTTEAUX;FORMACION LOTO;CLIENTE ANTIGUO;;;750,00 €;80;;;;;;;
ACEPTADO;T OV-20256890;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NATURGY IBERIA;SIM MERCAGALICIA;CLIENTE ANTIGUO;;;908,23 €;;BLO;;;;;;
ACEPTADO;T OV-20256933;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NATURGY IBERIA;SIM ALBACETE + MALAGA 2025;CLIENTE ANTIGUO;;;1.824,39 €;300;CPV;;;;;;
ACEPTADO;T OV-20256934;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NATURGY IBERIA;SIM MARENOSTRUM 2025;CLIENTE ANTIGUO;;;1.049,82 €;170;CPV;;;;;;
ACEPTADO;T OV-20256935;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CATALUNYA;DIV CAT NORTE 2025;CLIENTE ANTIGUO;;;631,50 €;0;BLO;;;;;;
ACEPTADO;T OV-20256936;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CATALUNYA;DIV CAT SUR 2025;CLIENTE ANTIGUO;;;442,00 €;0;CPV;;;;;;
ACEPTADO;T OV-20256937;SI;;01/07/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CATALUNYA;SIM AGOSTO Y SEPTIEMBRE 2025;CLIENTE ANTIGUO;;;8.894,50 €;1450;BLO;;;;;;
ACEPTADO;T OV-20256938;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA NAVARRA;DIV NAVARRA + SIM GNL LEKUNBERRI ;CLIENTE ANTIGUO;;;1.244,50 €;70;BLO;;;;;;
ACEPTADO;T OV-20256939;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA CYL ;SIM GLP-036-09 ;CLIENTE ANTIGUO;;;930,25 €;150;BLO;;;;;;
ACEPTADO;T OV-20256942;SI;;01/10/2025;BLO;NAVARRA;IMPLANTACION;NATURGY;NEDGIA RIOJA;SIM GLP-072-26 + DIV NEDGIA RIOJA 2025 ;CLIENTE ANTIGUO;;;1.396,00 €;150;BLO;;;;;;
ACEPTADO;T OV-20256956;NO;;18/12/2025;ELA;MADRID;ATEX;SISTEMAS DE INTERCONEXION S.A.;SISTEMAS DE INTERCONEXION S.A.;NAVANTIA CARTAGENA - FORMACIÓN RECICLAJE ISM-ATEX 1/2EM;CLIENTE NUEVO;;;6.445,00 €;1190;ELA;;;;;;
ACEPTADO;T OV-20256971;NO;;19/12/2025;BRL;NAVARRA;LOTO;AKKODIS;AKKODIS;AKKODIS FORMACION LOTO JOHN DEERE;CLIENTE NUEVO;;;310,00 €;0;IRE;;;;;;
EN CURSO;T OV-20256975;NO;;19/12/2025;BRL;NAVARRA;ATEX;IMQ;TUYPER;DPCEX IMQ TUYPER;CLIENTE NUEVO;;;1.270,00 €;80;BRL;;;;;;
EN CURSO;T OV-20256976;NO;;19/12/2025;BRL;NAVARRA;ATEX;HEIDELBERG;HEIDELBERG;HEIDELBERG CZ NUEVA INSTALACION;CLIENTE NUEVO;;;2.125,00 €;1350;COLAB.;;;;;;
EN CURSO;T OV-20256977;NO;;19/12/2025;BRL;NAVARRA;ATEX;HEIDELBERG;HEIDELBERG;HEIDELBERG REV DPCEX;CLIENTE NUEVO;;;3.950,00 €;3212;COLAB.;;;;;;
EN CURSO;T OV-20256979;NO;;19/12/2025;CPV;MADRID;RIESGOS;TECNICAS REUNIDAS;TECNICAS REUNIDAS;VERIFICACION SIL TPLB ENDESA;CLIENTE ANTIGUO;PUEDE VARIAR PRECIO;;2.200,00 €;0;ELA;;;;;;
ACEPTADO;T OV-20256990;SI;;22/12/2025;AEL;NAVARRA;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;227_PAU+PAIF PE CETASA;CLIENTE ANTIGUO;;;2.550,00 €;153;AEL;;;;;;
EN CURSO;T OV-20257023;NO;;29/12/2025;AEL;NAVARRA;MEDIO AMBIENTE;INVER MANAGEMENT;INVER MANAGEMENT;PAIF PFV EBRO I;CLIENTE NUEVO;;;1.150,00 €;30;AEL;;;;;;
EN CURSO;T OV-20257024;NO;;29/12/2025;AEL;NAVARRA;MEDIO AMBIENTE;INVER MANAGEMENT;INVER MANAGEMENT;PAIF PFV NAVA NORTE;CLIENTE NUEVO;;;1.150,00 €;30;AEL;;;;;;
EN CURSO;T OV-20257025;NO;;29/12/2025;AEL;NAVARRA;MEDIO AMBIENTE;INVER MANAGEMENT;INVER MANAGEMENT;PAIF PFV NAVA SUR;CLIENTE NUEVO;;;1.150,00 €;30;AEL;;;;;;
ACEPTADO;T OV-20257027;NO;;29/12/2025;AEL;NAVARRA;CSTMP;IMQ PREVENCION;IMQ PREVENCION;PLAN PROTECCIÓN MMPP ELMUBAS IBÉRICA;CLIENTE ANTIGUO;;;2.250,00 €;0;AEL;;;;;;
ACEPTADO;T OV-20250067;NO;;07/01/2026;BRL;NAVARRA;LOTO;SMURFIT WESTROCK;SMURFIT WESTROCK;SMURFIT WESTROCK FORMACION LOTO 3 SESIONES 2026;CLIENTE ANTIGUO;;;1.440,00 €;40;;;;;;;
ACEPTADO;T OV-20260077;NO;;07/01/2026;ELA;MADRID;ATEX;REGANOSA;REGANOSA;FORMACIÓN ISM-ATEX RN2EM REGANOSA;CLIENTE ANTIGUO;;;2.580,00 €;0;ELA;;;;;;
ACEPTADO;T OV-20260078_A;NO;;07/01/2026;ELA;MADRID;ATEX;REGANOSA;REGANOSA;FORMACIÓN ISM-ATEX N2EM REGANOSA;CLIENTE ANTIGUO;;;6.710,00 €;2060;ELA;;;;;;
ACEPTADO;T OV-20256324;NO;;12/11/2025;BRL;NAVARRA;LOTO;LIEBHERR;LIEBHERR;SUMINISTRO LOTO;CLIENTE ANTIGUO;;;2.348,48 €;1409;;;;;;;
ACEPTADO;T OV-20260144;NO;;12/01/2026;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;AFS FORD PEDIDO 18;CLIENTE ANTIGUO;;;470,00 €;0;;;;;;;
ACEPTADO;T OV-20260150;NO;;12/01/2026;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;AFS FORD PEDIDO 19;CLIENTE ANTIGUO;;;470,00 €;0;;;;;;;
ACEPTADO;T OV-20260152;NO;;12/01/2026;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;AFS FORD PEDIDO 17.1;CLIENTE ANTIGUO;;;705,00 €;0;;;;;;;
ACEPTADO;T OV-20260153;NO;;12/01/2026;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;AFS FORD PEDIDO 17.2;CLIENTE ANTIGUO;;;470,00 €;0;;;;;;;
ACEPTADO;T OV-20260155;NO;;12/01/2026;BRL;NAVARRA;LOTO;VALORIZA;BIOPINTO;IMPLANTACION LOTO VALORIZA PINTO;CLIENTE NUEVO;;;17.500,00 €;900;IRE;;;;;;
EN CURSO;T OV-20260252;NO;;15/01/2026;BRL;NAVARRA;LOTO;VALORA;ALBERO FORTE;ALBERO FORMACION LOTO;CLIENTE NUEVO;;;4.650,00 €;600;;;;;;;
ACEPTADO;T OV-20260284;NO;;16/01/2026;BRL;NAVARRA;LOTO;IFAM;VIDRALA;FORMACION AIALA FEBRERO;CLIENTE ANTIGUO;;;580,00 €;70;;;;;;;
ACEPTADO;T OV-20260285;NO;;16/01/2026;BRL;NAVARRA;LOTO;IFAM;VIDRALA ;FORMACION AIALA MARZO;CLIENTE ANTIGUO;;;1.740,00 €;70;;;;;;;
ACEPTADO;T OV-20260287;NO;;16/01/2026;BRL;NAVARRA;LOTO;HARIVASA;HARIVASA;SUMINSITRO LOTO;WEB;;;159,00 €;95;;;;;;;
EN CURSO;T OV-20260339;NO;;20/01/2026;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;AFS PLANTA CIUDAD DE TOLEDO;CLIENTE ANTIGUO;;;4.260,00 €;150;;;;;;;
EN CURSO;T OV-20260341;NO;;20/01/2026;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;E.R. PLANTA CIUDAD DE TOLEDO;CLIENTE ANTIGUO;;;1.876,00 €;240;;;;;;;
EN CURSO;T OV-20260342;NO;;20/01/2026;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;FOR. PLANTA CIUDAD DE TOLEDO;CLIENTE ANTIGUO;3 OPCIONES;;2.485,00 €;255;;;;;;;
ACEPTADO;T OV-20260340;NO;;20/01/2026;AEL;NAVARRA;MEDIO AMBIENTE;ASOCIACION SORAUREN ENERGIA;ASOCIACION SORAUREN ENERGIA;PAIF PFV SORAUREN;CLIENTE NUEVO;;;1.270,00 €;20;;;;;;;
ACEPTADO;T OV-20260351;NO;;20/01/2026;AEL;NAVARRA;CSTMP;MARQUESADO SOLAR;MARQUESADO SOLAR;CSTMP MARQUESADO SOLAR 2026;CLIENTE ANTIGUO;;;1.586,00 €;200;;;;;;;
ACEPTADO;T OV-20260371;NO;;21/01/2026;AEL;NAVARRA;CSTMP;ACCIONA;ACCIONA GENERACION RENOVABLE;CSTMP BIOMASA SANGÜESA (T OV-20255786);CLIENTE ANTIGUO;;;1.940,00 €;50;;;;;;;
ACEPTADO;T OV-20260372;NO;;21/01/2026;AEL;NAVARRA;CSTMP;ACCIONA;ACCIONA GENERACION RENOVABLE;CSTMP BIOMASA BRIVIESCA (T OV-20255786);CLIENTE ANTIGUO;;;3.018,00 €;150;;;;;;;
ACEPTADO;T OV-20260373;NO;;21/01/2026;AEL;NAVARRA;CSTMP;ACCIONA;ACCIONA GENERACION RENOVABLE;CSTMP BIOMASA MIAJADAS  (T OV-20255786);CLIENTE ANTIGUO;;;3.018,00 €;400;;;;;;;
ACEPTADO;T OV-20260374;NO;;21/01/2026;AEL;NAVARRA;CSTMP;ACCIONA;ACCIONA GENERACION RENOVABLE;CSTMP BIOMASA LOGROSÁN (T OV-20255786);CLIENTE ANTIGUO;;;3.018,00 €;400;;;;;;;
ACEPTADO;T OV-20256389;NO;;17/11/2025;AEL;NAVARRA;CSTMP;CONTOUR GLOBAL;TERMOSOLAR PALMA SAETILLA;CSTMP TERMOSOLAR PALMA DEL RIO 1 2026-2028;CLIENTE ANTIGUO;;;2.640,00 €;400;;;;;;;
ACEPTADO;T OV-20260377;NO;;21/01/2026;AEL;NAVARRA;CSTMP;CONTOUR GLOBAL;TERMOSOLAR ORELLANA;CSTMP TERMOSOLAR ORELLANA 2026-2028;CLIENTE ANTIGUO;;;3.160,00 €;400;;;;;;;
ACEPTADO;T OV-20260384;NO;;21/01/2026;AEL;NAVARRA;CSTMP;CONTOUR GLOBAL;TERMOSOLAR ALVARADO;CSTMP TERMOSOLAR ALVARADO 2026-2028;CLIENTE ANTIGUO;;;3.160,00 €;400;;;;;;;
ACEPTADO;T OV-20260387;NO;;21/01/2026;AEL;NAVARRA;CSTMP;CONTOUR GLOBAL;TERMOSOLAR MAJADAS;CSTMP TERMOSOLAR MAJADAS 2026-2028 PRIMER TRIMESTRE;CLIENTE ANTIGUO;;;3.160,00 €;400;;;;;;;
ACEPTADO;T OV-20256390;NO;;17/11/2025;AEL;NAVARRA;APQ;CONTOUR GLOBAL;CONTOUR GLOBAL;SIM + APQ TERMOSOLARES 2026-2028;CLIENTE ANTIGUO;;;16.560,00 €;0;;;;;;;
ACEPTADO;T OV-20260392;NO;;21/01/2026;AEL;NAVARRA;CSTMP;CONTOUR GLOBAL;CONTOUR GLOBAL;CSTMP FORMACION ONLINE EXTRA;CLIENTE ANTIGUO;;;355,00 €;0;;;;;;;
ACEPTADO;T OV-20260394;SI;;21/01/2026;AEL;NAVARRA;CSTMP;REGANOSA;REGANOSA;CSTMP REGANOSA 1T 2026;CLIENTE ANTIGUO;;;792,50 €;125;;;;;;;
ACEPTADO;T OV-20260395;SI;;21/01/2026;AEL;NAVARRA;CSTMP;REGANOSA;REGANOSA;CSTMP REGANOSA 2T 2026;CLIENTE ANTIGUO;;;792,50 €;125;;;;;;;
ACEPTADO;T OV-20260281;NO;;16/01/2026;AEL;NAVARRA;CSTMP;KNORR BREMSE;KNORR BREMSE;CSTMP KNORR BREMSE;CLIENTE ANTIGUO;;;1.240,00 €;0;;;;;;;
ACEPTADO;T OV-20260274;NO;;16/01/2026;AEL;NAVARRA;CSTMP;ICER BRAKES;ICER BRAKES;CSTMP ICER BRAKES;CLIENTE ANTIGUO;;;985,00 €;0;;;;;;;
ACEPTADO;T OV-20260311;NO;;19/01/2026;AEL;NAVARRA;CSTMP;HEINZ MANUFACTURING;HEINZ MANUFACTURING;CSTMP HEINZ;CLIENTE ANTIGUO;;;1.400,00 €;70;;;;;;;
ACEPTADO;T OV-20260275;NO;;16/01/2026;AEL;NAVARRA;CSTMP;MADRILEÑA RED GAS;MADRILEÑA RED GAS;CSTMP MRG GNL FIJO ANUAL;CLIENTE ANTIGUO;;;2.755,00 €;0;;;;;;;
ACEPTADO;T OV-20260279;NO;;16/01/2026;AEL;NAVARRA;CSTMP;MADRILEÑA RED GAS;MADRILEÑA RED GAS;CSTMP MRG GLP FIJO ANUAL;CLIENTE ANTIGUO;;;2.755,00 €;0;;;;;;;
ACEPTADO;T OV-20260396;NO;;21/01/2026;BRL;NAVARRA;ATEX;MUSANORTE;MUSANORTE;DPCEX FRIBASA PLANTA NUEVA;CLIENTE ANTIGUO;;;1.250,00 €;0;BRL;;;;;;
ACEPTADO;T OV-20260397;SI;;21/01/2026;AEL;NAVARRA;CSTMP;BBG;BBG;CSTMP BBG (enero-julio);CLIENTE ANTIGUO;;;2.658,25 €;842;;;;;;;
ACEPTADO;T OV-20260398;NO;;21/01/2026;AEL;NAVARRA;CSTMP;IMQ PREVENCION;ARGYSAN;CSTMP IMQ ARGYSAN;CLIENTE ANTIGUO;;;1.194,00 €;60;;;;;;;
ACEPTADO;T OV-20260367;NO;;21/01/2026;AEL;NAVARRA;CSTMP;SOFIDEL;SOFIDEL;CSTMP SOFIDEL;CLIENTE ANTIGUO;;;1.522,00 €;90;;;;;;;
ACEPTADO;T OV-20260399;NO;;21/01/2026;AEL;NAVARRA;CSTMP;AMIÜITOS PET&LIFE;AMIÜITOS PET&LIFE;CSTMP AMIGÜITOS PET&LIFE;CLIENTE ANTIGUO;;;1.500,00 €;200;;;;;;;
ACEPTADO;T OV-20260400;NO;;21/01/2026;AEL;NAVARRA;CSTMP;LIQUATS VEGETALS;LIQUATS VEGETALS;CSTMP LIQUATS VEGETALS;CLIENTE ANTIGUO;;;1.750,00 €;350;;;;;;;
ACEPTADO;T OV-20260296;NO;;16/01/2026;AEL;NAVARRA;CSTMP;INDUSTRIAS CARNICAS;INDUSTRIAS CARNICAS;CSTMP ARGAL LUMBIER;CLIENTE ANTIGUO;;;1.105,00 €;35;;;;;;;
ACEPTADO;T OV-20260315;NO;;19/01/2026;AEL;NAVARRA;CSTMP;CONGELADOS DE NAVARRA;CONGELADOS DE NAVARRA;CSTMP CONGELADOS DE NAVARRA;CLIENTE ANTIGUO;;;1.795,00 €;80;;;;;;;
ACEPTADO;T OV-20260314;NO;;19/01/2026;AEL;NAVARRA;CSTMP;METALURGICAS PABUR;METALURGICAS PABUR;CSTMP METALURGICAS PABUR;CLIENTE ANTIGUO;;;1.130,00 €;150;;;;;;;
ACEPTADO;T OV-20260401;NO;;21/01/2026;AEL;NAVARRA;CSTMP;IMQ PREVENCION;ELMUBAS;CSTMP IMQ ELMUBAS;CLIENTE ANTIGUO;;;1.430,00 €;50;;;;;;;
ACEPTADO;T OV-20260402;NO;;21/01/2026;AEL;NAVARRA;CSTMP;IMQ PREVENCION;CETEST;CSTMP IMQ CETEST;CLIENTE ANTIGUO;;;1.370,00 €;50;;;;;;;
ACEPTADO;T OV-20260312;NO;;19/01/2026;AEL;NAVARRA;CSTMP;OLEOFAT;OLEOFAT;CSTMP OLEOFAT;CLIENTE ANTIGUO;;;1.440,00 €;50;;;;;;;
