Nº trabajo;OFERTA GESTIONA;EXP GESTIONA;TIPO EXP.;FECHA INICIO;FECHA ENTREGA;TECNICO RBLE;T1;SERVICIO ;TIPO SERVICIO;GRUPO;ICA;PPTO. TOTAL (SIN IVA);GASTOS (EST.);HORAS PRESUP (HP);HORAS 2025;HORAS RESTANTES;TOTAL H (2024 + 2025);% HR/HP  AÑO;Tomás;Jokin;Cristian;Belén;Raúl;Ánder;Bryan;Maddie;Iñaki;Javier;M. Ángel;Paula;Pilar;David;J. Antonio;Elena;Laura;Hacomar;T2;T3;PEDIDO;FECHA FINALIZACIÓN;VB CLIE. ;FECHA FACTURACION;Columna1;Nº Fact;;;;
4004;T OV-20234055;T23-SIN-07-3257;PUNTUAL;jul-21;mar-24;TTG;CPV;1: EVALUACION/LEGALIZACION APQs 05 Y 10 ;APQ;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;1.560,00 €;70,00 €;24,83;4,5;20,33;4,5;18,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4005;T OV-20234281;T23-SIN-07-3257;PUNTUAL;jul-21;mar-24;TTG;CPV;2: IA + REV DOC AUTOPROTECCION NAVE PERSONAL MRG;AUTOPROTECCION;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;1.890,00 €;65,00 €;30,42;20,5;9,92;20,5;67,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4006;T OV-20240328;T19-SIN-02-0844;PUNTUAL;ago-21;abr-24;TTG;BLO;8: PREPLANES ATLAS CEUTA;AUTOPROTECCION;CEPSA;ATLAS;275,00 €;-   € ;4,58;0;4,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;EMAIL;;NO;;;;;;;
4007;T OV-20240328;T19-SIN-02-0844;PUNTUAL;ago-21;abr-24;TTG;BLO;9: PREPLANES ATLAS MELILLA;AUTOPROTECCION;CEPSA;ATLAS;275,00 €;-   € ;4,58;0;4,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;EMAIL;;NO;;;;;;;
4008;T OV-20234617;T24-SIN-13-0486;PUNTUAL;ago-21;mar-24;BRL;BRL;RD1215 EXPAL;RD1215;EXPAL;EXPAL;3.750,00 €;400,00 €;55,83;57,5;0;57,5;102,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4009;T OV-20230475;T19-SIN-10-1574;PUNTUAL;ago-21;jun-26;BRL;IRE;MONBAKE TAJONAR FICHA BLOQUEO LINEA 2 ZONA 1;LOTO;MONBAKE;TAJONAR;940,00 €;40,00 €;15;23;0;28;186,67;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4010;T OV-20214376;T22-SIN-07-1256;PUNTUAL;sep-21;may-24;CPV;CPV;1: PAU ELEVADORA TRES CANTOS - TIPO D;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;729,18 €;30,00 €;11,65;12,5;0;12,5;107,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;imposible;NO;imposible;;;;;;
4011;T OV-20241414;T16-SIN-07-0974;PUNTUAL;sep-21;jul-24;DPV;DPV;*UFD97 CO TOLEDO;AUTOPROTECCION;NATURGY;UFD;18.654,59 €;514,94 €;302,33;269;33,33;269;88,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;30/06/2024;;;;;;
4012;T OV-20242032;T24-SIN-05-1533;PUNTUAL;abr-24;jul-24;CPV;CPV;HAZOP CRISTALIZADOR VISCOFAN;RIESGOS;VISCOFAN;VISCOFAN;6.940,00 €;1.120,00 €;97;95;2;95;97,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4013;T OV-20256761;T22-SIN-07-1213;PUNTUAL;abr-24;dic-25;RAP;RAP;*H02.01_CH_79_80_81_82_83_84_85 (7PAU+7PAIF);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;16.100,00 €;1.932,00 €;236,13;275;0;275;116,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;SI;31/01/2025;;;;;;
4014;T OV-20240224;T19-SIN-02-0844;PUNTUAL;jun-24;jun-24;TTG;BLO;24: PREPLANES AVIACION ESA TENERIFE NORTE;AUTOPROTECCION;CEPSA;CEPSA COMERCIAL PETROLEO;1.375,00 €;-   € ;22,92;0;22,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4015;T OV-20240224;T19-SIN-02-0844;PUNTUAL;jun-24;jun-24;TTG;BLO;26: PREPLANES AVIACION GRAN CANARIA;AUTOPROTECCION;CEPSA;CEPSA COMERCIAL PETROLEO;1.375,00 €;-   € ;22,92;0;22,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4016;T OV-20234760;T24-SIN-07-2299;PUNTUAL;jun-24;sep-24;BLO;LAR;*REV PAU LIQUATS VEGETALS;AUTOPROTECCION;LIQUATS VEGETALS;LIQUATS VEGETALS;2.300,00 €;140,00 €;36;31,5;0;51;141,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,5;0;BLO;;EMAIL;16/12/2025;SI;31/12/2025;;2025007342;;;;
4017;T OV-20242801A;T24-SIN-07-2668;PUNTUAL;jul-24;dic-24;AEL;AEL;*4 PAU EDAM_EDAR TENERIFE FCC AQUALIA;AUTOPROTECCION;FCC;FCC AQUALIA;11.340,00 €;880,00 €;174,33;131;32,83;141,5;81,17;0;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0;0;7;BLO;TTG;CLIENTE;27/02/2026;SI;28/02/2026;;2026001837,38,39,40;;;;
4018;T OV-20242865;T24-SIN-02-3131;PUNTUAL;ago-24;sep-25;BLO;LAR;1: 840 ELABORADOS NATURALES FUNES - NOT&PEI;SEVESO;ELABORADOS NATURALES;ELABORADOS NATURALES;3.500,00 €;-   € ;58,33;47,5;10,83;47,5;81,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLO;;EMAIL;;NO;;;;;;;
4019;T OV-20242865;T24-SIN-02-3131;PUNTUAL;ago-24;sep-25;BLO;LAR;2: 840 ELABORADOS NATURALES FUNES - PPAG&SGS;SEVESO;ELABORADOS NATURALES;ELABORADOS NATURALES;1.980,00 €;50,00 €;32,17;0;32,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLO;;EMAIL;;NO;;;;;;;
4020;T OV-20242865;T24-SIN-02-3131;PARADO;may-26;sep-26;AEL;AEL;3: 840 ELABORADOS NATURALES FUNES - IARA;SEVESO;ELABORADOS NATURALES;ELABORADOS NATURALES;2.850,00 €;50,00 €;46,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;EMAIL;;NO;;;;;;;
4021;T OV-20256764;T22-SIN-07-1213;PUNTUAL;sep-24;may-26;RAP;RAP;*ANEXO PAU +PAIF CH MEQUINENZA (189) + VIAJE H11;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;115,00 €;36,42;113,25;0;113,25;310,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;SI;;;;;;;
4022;T OV-20246148;T24-SIN-07-3100;PUNTUAL;oct-24;ene-25;JMR;JMR;*87.1_REGISTRO PAIF LOMA DEL CAPON;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;151,50 €;-   € ;2,53;0;2,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;17/03/2026;SI;31/03/2026;;2025007365;;;;
4023;T OV-20244868;T-24-SIN-02-3507;PUNTUAL;dic-24;dic-24;TTG;BLO;ACCIONES IMPLANTACION PEI Y SGSPAG 2024: 2 AUDIT SGSPAG;SEVESO;CERAMICAS MIRA;CERAMICAS MIRA;345,00 €;;5,75;2,75;3;2,75;47,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4024;T OV-20261292;T22-SIN-07-1213;PUNTUAL;feb-26;mar-26;RAP;RAP;H02.02_CH_79_80_81_82_83_84_85 (7REG);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;1.750,00 €;-   € ;29,17;3,5;25,67;3,5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;31/01/2025;;;;;;
4025;T OV-20241539;T24-SIN-02-4241;PUNTUAL;dic-24;jun-25;BLO;BLO;ACR HIDROLINERA DIRECTOR REPSOL;SEVESO;REPSOL;REPSOL;6.300,00 €;-   € ;105;71;33,25;71,75;68,33;0;0;0;0;0;0;0,75;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4027;T OV-20250596;T19-SIN-02-0844;PUNTUAL;ene-25;mar-25;BLO;BLO;REV NOT ATLAS CEUTA;SEVESO;CEPSA;ATLAS;305,00 €;-   € ;5,08;3,5;1,58;3,5;68,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4028;T OV-20250816;T25-SIN-07-0755;PARADO;feb-25;jun-25;AEL;AEL;REV PAU MARCAJES TELLERIA;AUTOPROTECCION;MARCAJES TELLERIA;MARCAJES TELLERIA;2.545,00 €;75,00 €;41,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;OF. FIRMADA;;NO;;;;;;;
4029;T OV-20251131;T16-SIN-07-0975;PUNTUAL;feb-25;dic-25;DPV;MCM;UFD105A_SAN PEDRO DE VISMA;;;;1.647,50 €;98,85 €;25,81;0;25,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4030;T OV-20250867;T25-SIN-04-0775;PUNTUAL;feb-25;ene-26;AEL;AEL;*PROYECTO APQ 10 PINTURAS COLAMINA;APQ;PINTURAS COLAMINA;PINTURAS COLAMINA;1.950,00 €;-   € ;32,5;24;3,5;29;89,23;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;;;OF. FIRMADA;28/01/2026;SI;31/01/2026;;2026000368;;;;
4031;T OV-20256733;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*50_ANEXO PE TRUCAFORT;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.295,00 €;100,00 €;19,92;0;0;16;80,33;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;09/12/2025;SI;09/12/2025;;2025007365;;;;
4032;T OV-20252934;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*18_REGISTRO PE LA RABIA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;1,5;0,37;3;89,11;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4033;T OV-20252935;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*47_REGISTRO PE TESORILLO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0,5;1,87;1,5;44,55;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4034;T OV-20252936;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*24_REGISTRO PE LOS LLANOS Y EL JUNCAL;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;1;1,37;2;59,41;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4035;T OV-20252937;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*10_REGISTRO PE COTO DE CODESAS I Y II;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;0,37;3;89,11;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2025007365;;;;
4036;T OV-20252938;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*89_REGISTRO PE VALVERDE;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;2,37;1;29,7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007566;;;;
4037;T OV-20252939;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JML;*20_REGISTRO PE LAS VEGAS;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,87;1,5;44,55;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4038;T OV-20252940;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JML;*34_REGISTRO PE NEREA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,87;1,5;44,55;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4039;T OV-20252941;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*48_REGISTRO PE TOROZOS A Y II;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,37;2;59,41;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4040;T OV-20252942;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*53_REGISTRO PE VALDEPERO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;0,37;3;89,11;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4041;T OV-20252944;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;PRW;*92_REGISTRO SET COLECTORA JOSE CABRERA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,87;1,5;44,55;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007397;;;;
4042;T OV-20252945;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*38_REGISTRO PE PEÑA I;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,37;2;59,41;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4043;T OV-20252946;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;DPV;*23_REGISTRO PE LOMA GORDA Y SAN GIL;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,37;2;59,41;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4044;T OV-20252950;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;RAP;*77_REGISTRO PFV NUDO LA SAL;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;2025007365;;;;
4045;T OV-20252951;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*72_REGISTRO PFV TABERNAS;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;0;1;29,7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4046;T OV-20254482;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;AEL;*49_REGISTRO PE  TOROZOS B Y C;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,37;2;59,41;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4047;T OV-20252952;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*66_REGISTRO PE EL ALMENDRO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,87;1,5;44,55;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4048;T OV-20252953;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*68_REGISTRO PFV MIRAFLORES;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;0,37;3;89,11;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4049;T OV-20254051;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*26_REGISTRO PE MALAGON;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,37;2;59,41;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4050;T OV-20254052;T24-SIN-07-3100;PUNTUAL;feb-25;mar-26;JMR;JMR;*57_REGISTRO PFV PICON;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;1,87;1,5;44,55;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007365;;;;
4051;T OV-20250788;T25-SIN-07-0810;PUNTUAL;feb-25;mar-26;RAP;RAP;REV PAU RESIDENCIA DEL VERGEL;AUTOPROTECCION;GOBIERNO DE NAVARRA;DEPARTAMENTO DERECHOS SOCIALES;2.850,00 €;20,00 €;47,17;12;10,17;37;78,45;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;AEL;;OF. FIRMADA;;NO;;;;;;;
4052;T OV-20250958;T20-SIN-10-0742;PUNTUAL;feb-25;jul-25;BRL;BRL;*REVISAR FICHAS DE BLOQUEO AIALA;LOTO;IFAM;VIDRALA AIALA;780,00 €;80,00 €;11,67;10,5;0;17;145,71;0;0;0;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;28/02/2026;SI;28/02/2026;;2026001332;;;;
4053;T OV-20214376;T22-SIN-07-1256;PUNTUAL;feb-25;may-25;CPV;CPV;29: PEI ETAP TORRELAGUNA - TIPO A;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;2.615,56 €;555,00 €;34,34;122,75;0;122,75;357,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4054;T OV-20214376;T22-SIN-07-1256;PUNTUAL;feb-25;may-25;CPV;CPV;30: PEI ETAP PINILLA - TIPO A;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;2.615,56 €;555,00 €;34,34;127,25;0;127,25;370,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4055;T OV-20261901;T19-SIN-07-0158;PUNTUAL;mar-25;dic-25;TTG;BLO;*DOC DIRECTOR AUTOPROTECCION GNV;AUTOPROTECCION;NATURGY;NATURGY IBERIA;1.109,49 €;-   € ;18,49;15;0;15;81,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CPV;;;13/03/2026;SI;31/03/2026;;;;;;
4056;T OV-20252948;T24-SIN-07-3100;PUNTUAL;mar-25;mar-26;JMR;PRW;*90_REGISTRO PFV ZORITA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;0,12;3,25;96,53;0;0;0;0;0;0;0;0;0;0;0;0;3,25;0;0;0;0;0;;;;;NO;;;2025007389;;;;
4057;T OV-20252949;T24-SIN-07-3100;PUNTUAL;mar-25;jun-25;JMR;PRW;*91_REGISTRO PFV OCAÑA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;202,00 €;-   € ;3,37;0;0;3;89,11;0;0,5;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2025007395;;;;
4058;T OV-20214376;T22-SIN-07-1256;PUNTUAL;mar-25;jun-25;CPV;CPV;31: PEI ETAP COLMENAR - TIPO A;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;2.615,56 €;555,00 €;34,34;81;0;81;235,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;imposible;NO;imposible;;;;;;
4059;T OV-20242865;T24-SIN-02-3131;PUNTUAL;abr-25;jun-25;BLO;BLO;3: ACR ELABORADOS NATURALES;SEVESO;ELABORADOS NATURALES;ELABORADOS NATURALES;3.850,00 €;-   € ;64,17;19;45,17;19;29,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4060;T OV-20252230;T19-SIN-02-0844;PUNTUAL;abr-25;jul-25;BRL;COLAB.;REV DPCEx ASFALTOS ALCALA;ATEX;CEPSA;CEPSA COMERCIAL PETROLEO;1.515,00 €;228,30 €;21,45;0;21,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4061;T OV-20255198;T21-SIN-07-1092;PUNTUAL;may-25;jun-25;DPV;DPV;*2: REV PAU CCC BESOS;AUTOPROTECCION;NATURGY;NATURGY GENERACIÓN;1.647,50 €;197,70 €;24,16;60;0;70;289,7;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;MCM;;CLIENTE;16/01/2026;SI;31/01/2026;;2026000362;;;;
4062;T OV-20255199;T21-SIN-07-1092;PUNTUAL;may-25;jun-25;DPV;DPV;*3: REV PAU CCC PORT DE BARCELONA;AUTOPROTECCION;NATURGY;NATURGY GENERACIÓN;1.647,50 €;197,70 €;24,16;33;0;40,5;167,61;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;;;CLIENTE;16/01/2026;SI;31/01/2026;;2026000362;;;;
4063;T OV-20242165A;T23-SIN-12-2485;PARADO;sep-26;dic-26;AEL;AEL;45_AGRUPACION FFVV VALENCIA;MEDIO AMBIENTE;ACCIONA;ACCIONA ENERGIA;2.170,00 €;150,00 €;33,67;1;0;2;5,94;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4064;T OV-20242165A;T23-SIN-12-2485;PUNTUAL;may-25;dic-25;AEL;AEL;*49_PAIF AGRUPACION PPEE TAHIVILLA;MEDIO AMBIENTE;ACCIONA;ACCIONA ENERGIA;3.120,00 €;200,00 €;48,67;9,5;33,67;15;30,82;0;0;0;0;0;5,5;0;0;0;0;0;0;0;0;0;0;0;0;JML;;;28/01/2026;SI;31/01/2026;;2026000259;;;;
4065;T OV-20214376;T22-SIN-07-1256;PUNTUAL;may-25;jun-25;CPV;CPV;33: PEI ETAP MAJADAHONDA - TIPO A;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;2.615,56 €;555,00 €;34,34;35;0;35;101,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;imposible;NO;imposible;;;;;;
4066;T OV-20214376;T22-SIN-07-1256;PUNTUAL;may-25;jun-25;CPV;CPV;34: PEI ETAP LA JAROSA - TIPO A;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;2.615,56 €;555,00 €;34,34;22;12,34;22;64,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;imposible;NO;imposible;;;;;;
4067;T OV-20214376;T22-SIN-07-1256;PUNTUAL;may-25;jun-25;CPV;CPV;35: PEI ETAP NAVACERRADA - TIPO A;AUTOPROTECCION;CANAL ISABEL II GESTION;CANAL ISABEL II GESTION;2.615,56 €;555,00 €;34,34;4,5;29,84;4,5;13,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;imposible;NO;imposible;;;;;;
4068;T OV-20241794;T18-SIN-10-1806;PUNTUAL;jun-25;abr-25;BRL;IRE;TATA STEEL FICHAS LOTO PUENTES GRUA;LOTO;TATA STEEL;TATA STEEL;3.090,00 €;90,00 €;50;2;47,5;2,5;5;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4069;T OV-20261300;T22-SIN-07-1213;PUNTUAL;may-26;dic-26;RAP;RAP;ANEXO PAU +PAIF CH GAVET (197) + VIAJE H13;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;23,75;13,75;23,75;63,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PLR;;CLIENTE;;NO;;;;;;;
4070;T OV-20256764;T22-SIN-07-1213;PUNTUAL;jun-25;nov-25;RAP;RAP;*H12_CH_193;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.500,00 €;200,00 €;38,33;35,75;2,58;35,75;93,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;SI;;;;;;;
4071;T OV-20253270;T22-SIN-11-1278;PUNTUAL;jun-25;sep-25;JMR;JMR;*PROCED ELECTRICOS  SET MONTES DE LAS NAVAS;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;3.975,00 €;200,00 €;62,92;38,5;16,42;46,5;73,91;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;;;EMAIL;29/01/2026;SI;31/01/2026;;2026000344;;;;
4072;T OV-20253362;T22-SIN-11-1278;PUNTUAL;jun-25;sep-25;JMR;AVC;PROCED ELECTRICOS  SET SAN JUAN;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;3.975,00 €;200,00 €;62,92;10;31,92;31;49,27;0;1;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;;;EMAIL;;NO;;;;;;;
4073;T OV-20253363;T22-SIN-11-1278;PUNTUAL;jun-25;sep-25;JMR;AVC;PROCED ELECTRICOS  SET NAVALPERAL;S. ELECTRICOS;ENEL GREEN POWER;ENEL GREEN POWER;3.975,00 €;200,00 €;62,92;9,5;46,92;16;25,43;0;1;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;0;0;;;EMAIL;;NO;;;;;;;
4074;T OV-20253225;T22-SIN-07-1213;PUNTUAL;jun-25;ago-25;AEL;AEL;*FV 33 LA REVUELTA REV PAU ANEXO + NUEVO PAIF + REG;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.550,00 €;306,00 €;37,4;15;14,9;22,5;60,16;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;28/01/2026;SI;31/01/2026;;2026000496;;;;
